phylum,class,order,family,genus,species,specificEpithet,sex,sampleSizeValue,body mass,body mass_minimum,body mass_maximum,metabolic rate,metabolic rate_minimum,metabolic rate_maximum,original respiratoryQuotient,original temperature,mass-specific metabolic rate,brain size
Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,Sayornis phoebe,phoebe,male,1,0.0181,,,,,,,,,0.000793
Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,Sayornis phoebe,phoebe,female,1,0.0175,,,,,,,,,0.00075
Chordata,Aves,Columbiformes,Columbiformes,Columba,Columba livia,livia,female,1,0.247,,,,,,,,,0.002285
Chordata,Aves,Columbiformes,Columbiformes,Columba,Columba livia,livia,male,3,0.282,,,,,,,,,0.002694
Chordata,Aves,Galliformes,Phasianidae,Lagopus,Lagopus lagopus,lagopus,male,3,0.542,,,,,,,,,0.002377
Chordata,Aves,Galliformes,Phasianidae,Lagopus,Lagopus lagopus,lagopus,female,1,0.54,,,,,,,,,0.0028
Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus migratorius,migratorius,male,2,0.0693,,,,,,,,,0.00209
Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya marila,marila,female,1,0.787,,,,,,,,,0.0047859
Chordata,Aves,Passeriformes,Passeridae,Passer,Passer domesticus,domesticus,female,11,0.02326,,,,,,,,,0.0010185
Chordata,Aves,Passeriformes,Passeridae,Passer,Passer domesticus,domesticus,male,75,0.02357,,,,,,,,,0.0010278
Chordata,Aves,Passeriformes,Passerellidae,Melospiza,Melospiza melodia,melodia,female,1,0.021,,,,,,,,,0.0011
Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia abdimii,abdimii,male,1,0.95,,,,,,,,,0.0073
Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,ciconia,male,1,3.35,,,,,,,,,0.01624
Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,ciconia,female,2,3.334,,,,,,,,,0.01578
Chordata,Aves,Pelecaniformes,Scopidae,Scopus,Scopus umbretta,umbretta,male,1,0.3175,,,,,,,,,0.00393
Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,Leptoptilos crumeniferus,crumeniferus,male,2,7.13,,,,,,,,,0.03014
Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,rustica,male,1,0.0215,,,,,,,,,0.000904
Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,rustica,female,2,0.021,,,,,,,,,0.000879
Chordata,Aves,Anseriformes,Anatidae,Anas,Anas carolinensis,carolinensis,female,1,0.305,,,,,,,,,0.003116
Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris,vulgaris,female,10,0.05835,,,,,,,,,0.0018248
Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris,vulgaris,male,15,0.05736,,,,,,,,,0.0018701
Chordata,Aves,Accipitriformes,Accipitridae,Gyps,Gyps africanus,africanus,female,1,5.27,,,,,,,,,0.0196
Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus arctos,arctos,female,1,142.88,,,,,,,,,0.2339
Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus maritimus,maritimus,male,1,199.57,,,,,,,,,0.489
Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus maritimus,maritimus,female,1,317,,,,,,,,,0.507
Chordata,Mammalia,Carnivora,Viverridae,Spilogale,Spilogale arizonae,arizonae,female,1,,,,,,,,,,0.006
Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silestris,silestris,,2,1.542,,,,,,,,,0.018
Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silestris,silestris,female,2,2.885,,,,,,,,,0.02346
Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silestris,silestris,male,5,3.778,,,,,,,,,0.02837
Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silestris,silestris,male,1,5.012,,,,,,,,,0.02823
Chordata,Mammalia,Carnivora,Viverridae,Genetta,Genetta tigrina,tigrina,male,2,1.302,,,,,,,,,0.01589
Chordata,Mammalia,Carnivora,Viverridae,Genetta,Genetta tigrina,tigrina,female,1,1.525,,,,,,,,,0.01535
Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,Bassariscus astutus,astutus,male,1,,,,,,,,,,0.0171
Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silvestris,silvestris,female,1,2.7,,,,,,,,,0.02848
Chordata,Mammalia,Carnivora,Felidae,Acinonyx,Acinonyx jubatus,jubatus,male,1,22.2,,,,,,,,,
Chordata,Mammalia,Carnivora,Felidae,Acinonyx,Acinonyx jubatus,jubatus,male,1,40.82,,,,,,,,,
Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua narica,narica,,1,,,,,,,,,,0.0233
Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua narica,narica,male,1,6.25,,,,,,,,,0.04417
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,latrans,female,1,8.51,,,,,,,,,0.08424
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,latrans,female,1,,,,,,,,,,0.08
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis familiaris,familiaris,male,1,14.56,,,,,,,,,0.07999
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis familiaris,familiaris,female,2,12.47,,,,,,,,,0.08114
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis familiaris,familiaris,male,1,24.49,,,,,,,,,0.1059
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis familiaris,familiaris,male,2,31.75,,,,,,,,,0.1307
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis familiaris,familiaris,male,1,26.94,,,,,,,,,0.0793
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis familiaris,familiaris,female,2,14.75,,,,,,,,,0.06653
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis familiaris,familiaris,male,2,11.26,,,,,,,,,0.0876
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis familiaris,familiaris,female,4,23.71,,,,,,,,,0.08463
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis familiaris,familiaris,,1,19.28,,,,,,,,,0.09
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis familiaris,familiaris,male,1,38.42,,,,,,,,,0.0952
Chordata,Mammalia,Carnivora,Canidae,Otocyon,Otocyon megalotis,megalotis,female,1,3.335,,,,,,,,,0.02609
Chordata,Mammalia,Carnivora,Canidae,Urocyon,Urocyon cinereoargenteus,cinereoargenteus,female,2,,,,,,,,,,0.032
Chordata,Mammalia,Carnivora,Canidae,Urocyon,Urocyon cinereoargenteus,cinereoargenteus,male,1,3.749,,,,,,,,,0.03728
Chordata,Mammalia,Carnivora,Canidae,Urocyon,Urocyon cinereoargenteus,cinereoargenteus,male,4,,,,,,,,,,0.0352
Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes fulva,fulva,female,1,4.625,,,,,,,,,0.0533
Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes lagopus,lagopus,male,1,3.385,,,,,,,,,0.0445
Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,Crocuta crocuta,crocuta,,2,62.37,,,,,,,,,0.175
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis mesomelas,mesomelas,male,2,2.85,,,,,,,,,0.046
Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,onca,female,1,34.47,,,,,,,,,0.147
Chordata,Mammalia,Carnivora,Procyonidae,Potos,Potos flavus,flavus,female,1,2.62,,,,,,,,,0.03105
Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera pardus,pardus,male,1,48,,,,,,,,,0.135
Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,concolor,male,1,28.79,,,,,,,,,0.1067
Chordata,Mammalia,Carnivora,Herpestidae,Ichneumia,Ichneumia albicauda,albicauda,male,1,4.4,,,,,,,,,0.0283
Chordata,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,lotor,,1,5.175,,,,,,,,,0.04
Chordata,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,lotor,female,1,2.226,,,,,,,,,0.03355
Chordata,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,lotor,female,1,4.536,,,,,,,,,0.0405
Chordata,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,lotor,male,1,5.216,,,,,,,,,0.0427
Chordata,Mammalia,Carnivora,Mephitidae,Mephitis,Mephitis mephitis,mephitis,male,1,1.7,,,,,,,,,0.0103
Chordata,Mammalia,Carnivora,Mephitidae,Mephitis,Mephitis mephitis,mephitis,female,2,2.26,,,,,,,,,0.01
Chordata,Mammalia,Carnivora,Mephitidae,Conepatus,Conepatus mesoleucus,mesoleucus,male,2,,,,,,,,,,0.0155
Chordata,Mammalia,Carnivora,Mephitidae,Conepatus,Conepatus mesoleucus,mesoleucus,female,1,,,,,,,,,,0.016
Chordata,Mammalia,Carnivora,Felidae,Leptailurus,Leptailurus serval,serval,male,1,9.955,,,,,,,,,0.06674
Chordata,Mammalia,Carnivora,Felidae,Leptailurus,Leptailurus serval,serval,female,2,5.819,,,,,,,,,0.05316
Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera tigris,tigris,female,1,160,,,,,,,,,0.225
Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera tigris,tigris,male,1,209,,,,,,,,,0.302
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela arctica,arctica,male,3,0.1693,,,,,,,,,0.00564
Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela arctica,arctica,female,1,0.121,,,,,,,,,0.00347
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,lupus,male,1,22.68,,,,,,,,,0.119
Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lubilus,lubilus,male,1,29.94,,,,,,,,,0.152
Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus,Desmodus rotundus,rotundus,,5,0.028,,,,,,,,,0.000936
Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamanduas,Tamanduas tetradactyla,tetradactyla,,2,3.692,,,,,,,,,0.025
Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,novemcinctus,male,1,2.086,,,,,,,,,0.0095
Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,novemcinctus,,10,3.401,,,,,,,,,0.0075
Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus griseus,griseus,,1,0.676,,,,,,,,,0.015
Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus griseus,griseus,female,1,1.115,,,,,,,,,0.014
Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus griseus,griseus,male,1,1.601,,,,,,,,,0.013
Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus griseus,griseus,,4,2.005,,,,,,,,,
Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus griseus,griseus,,1,2.894,,,,,,,,,0.015
Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus griseus,griseus,,10,3.121,,,,,,,,,0.0151
Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,Bradypus griseus,griseus,female,1,3.774,,,,,,,,,0.018
Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni,hoffmanni,,7,4.825,,,,,,,,,0.02307
Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni,hoffmanni,female,1,5.271,,,,,,,,,0.026
Chordata,Mammalia,Eulipotyphla,Talpidae,Scalopus,Scalopus aquaticus,aquaticus,male,1,0.0396,,,,,,,,,0.00116
Chordata,Mammalia,Eulipotyphla,Soricidae,Blarina,Blarina brevicauda,brevicauda,female,39,0.0163,,,,,,,,,0.0003443
Chordata,Mammalia,Eulipotyphla,Soricidae,Blarina,Blarina brevicauda,brevicauda,male,29,0.0188,,,,,,,,,0.000352
Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,marsupialis,,4,1.147,,,,,,,,,0.0048
Chordata,Mammalia,Primates,Cercopithecidae,Papio,Papio cynocephalus,cynocephalus,male,1,19.51,,,,,,,,,0.175
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mitis,mitis,female,1,1.22,,,,,,,,,0.0503
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mitis,mitis,male,2,2.9,,,,,,,,,0.06146
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mitis,mitis,male,1,4.55,,,,,,,,,0.0666
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta palliata,palliata,,28,6.174,,,,,,,,,0.05034
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta palliata,palliata,female,2,4.309,,,,,,,,,0.05425
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta palliata,palliata,female,2,6.577,,,,,,,,,0.05405
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta palliata,palliata,male,2,7.938,,,,,,,,,0.05345
Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta palliata,palliata,,6,3.119,,,,,,,,,0.0423
Chordata,Mammalia,Primates,Atelidae,Lagothrix,Lagothrix lagothricha,lagothricha,female,1,5.26,,,,,,,,,0.0862
Chordata,Mammalia,Primates,Galagidae,Galago,Galago senegalensis,senegalensis,female,1,0.2,,,,,,,,,0.005
Chordata,Mammalia,Primates,Lemuridae,Lemur,Lemur catta,catta,female,1,1.725,,,,,,,,,0.0218
Chordata,Mammalia,Primates,Cercopithecidae,Macacus,Macacus mulatta,mulatta,female,7,3.627,,,,,,,,,0.0931
Chordata,Mammalia,Primates,Cercopithecidae,Macacus,Macacus mulatta,mulatta,male,4,3.292,,,,,,,,,0.0917
Chordata,Mammalia,Primates,Cercopithecidae,Macacus,Macacus mulatta,mulatta,female,11,9.163,,,,,,,,,0.109
Chordata,Mammalia,Primates,Cercopithecidae,Macacus,Macacus mulatta,mulatta,male,6,8.89,,,,,,,,,0.118
Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles dariensis,dariensis,male,6,8.89,,,,,,,,,0.1184
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus sp.,sp.,male,2,4.937,,,,,,,,,0.0607
Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus aethiops,aethiops,male,4,3.955,,,,,,,,,0.06089
Chordata,Mammalia,Primates,Cebidae,Cebus,Cebus capucinus,capucinus,female,4,2.718,,,,,,,,,0.0716
Chordata,Mammalia,Primates,Cebidae,Cebus,Cebus capucinus,capucinus,male,5,3.833,,,,,,,,,0.0733
Chordata,Mammalia,Primates,Cebidae,Cebus,Cebus capucinus,capucinus,,14,3.101,,,,,,,,,0.07218
Chordata,Mammalia,Primates,Cebidae,Saimiri,Saimiri oerstedii,oerstedii,,60,0.607,,,,,,,,,0.0199
Chordata,Mammalia,Primates,Cebidae,Saimiri,Saimiri oerstedii,oerstedii,male,3,0.907,,,,,,,,,0.0253
Chordata,Mammalia,Primates,Cebidae,Saimiri,Saimiri oerstedii,oerstedii,female,3,0.603,,,,,,,,,0.025
Chordata,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,troglodytes,male,1,25.85,,,,,,,,,0.4305
Chordata,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,troglodytes,male,1,56.69,,,,,,,,,0.44
Chordata,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,troglodytes,female,1,43.99,,,,,,,,,0.325
Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla,gorilla,male,1,181,,,,,,,,,
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,57.2,,,,,,,,,1.248
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,,,,,,,,,,1.297
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,,,,,,,,,,1.268
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,95,,,,,,,,,1.235
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,42,,,,,,,,,1.27
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,43.4,,,,,,,,,1.375
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,49.9,,,,,,,,,1.4
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,36.3,,,,,,,,,1.28
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,45,,,,,,,,,1.19
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,37,,,,,,,,,1.1
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,female,1,45.8,,,,,,,,,1
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,female,1,,,,,,,,,,1.109
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,,,,,,,,,,1.513
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,76.2,,,,,,,,,1.348
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,86.2,,,,,,,,,1.265
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,71.2,,,,,,,,,1.28
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,4,73,,,,,,,,,1.365
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,78.5,,,,,,,,,1.54
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,36,,,,,,,,,1.327
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,female,1,61,,,,,,,,,1.2
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,female,1,46,,,,,,,,,1.16
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,female,1,43,,,,,,,,,1.24
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,female,1,63,,,,,,,,,1.18
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,female,1,43,,,,,,,,,1.35
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,female,1,44,,,,,,,,,1.3
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,female,1,45,,,,,,,,,1.14
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,51,,,,,,,,,1.5
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,83,,,,,,,,,1.42
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,56,,,,,,,,,1.57
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,61,,,,,,,,,1.49
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,51,,,,,,,,,1.31
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,81.6,,,,,,,,,1.35
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,,,,,,,,,,1.45
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,79.4,,,,,,,,,1.274
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,81.6,,,,,,,,,1.13
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,74,,,,,,,,,1.377
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,50,,,,,,,,,1.48
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,65.8,,,,,,,,,1.31
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,74.8,,,,,,,,,1.41
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,74.3,,,,,,,,,1.36
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,1,,,,,,,,,,1.3
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,female,1,57,,,,,,,,,1.351
Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,sapiens,male,3,68,,,,,,,,,1.411
Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,Alligator mississippiensis,mississippiensis,female,1,52.4,,,,,,,,,0.00723
Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,Alligator mississippiensis,mississippiensis,male,1,109,,,,,,,,,0.0084
Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,Alligator mississippiensis,mississippiensis,male,1,173,,,,,,,,,0.0112
Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,Alligator mississippiensis,mississippiensis,male,1,205,,,,,,,,,0.01408
Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,Crocodylus acutus,acutus,male,1,134,,,,,,,,,0.0156
Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,Heloderma suspectum,suspectum,female,1,0.514,,,,,,,,,0.000729
Chordata,Reptilia,Squamata,Iguanidae,Amblyrhynchus,Amblyrhynchus cristatus,cristatus,female,1,4.19,,,,,,,,,0.00144
Chordata,Reptilia,Squamata,Lacertidae,Lacerta,Lacerta viridis,viridis,female,1,0.026,,,,,,,,,0.000134
Chordata,Reptilia,Squamata,Colubridae,Coluber,Coluber constrictor,constrictor,female,1,0.59,,,,,,,,,0.000271
Chordata,Reptilia,Squamata,Colubridae,Coluber,Coluber constrictor,constrictor,male,1,0.286,,,,,,,,,0.000303
Chordata,Reptilia,Squamata,Colubridae,Coluber,Coluber constrictor,constrictor,female,1,0.417,,,,,,,,,0.000299
Chordata,Reptilia,Squamata,Boidae,Boa,Boa constrictor,constrictor,female,1,1.829,,,,,,,,,0.00044
Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis sirtalis,sirtalis,female,1,0.052,,,,,,,,,0.000077
Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis sirtalis,sirtalis,,1,0.057,,,,,,,,,0.000123
Chordata,Reptilia,Squamata,Pythonidae,Python,Python bivittatus,bivittatus,male,1,6.14,,,,,,,,,0.001123
Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,Agkistrodon piscivorus,piscivorus,female,1,0.728,,,,,,,,,0.00064
Chordata,Reptilia,Testudines,Emydidae,Clemmys,Clemmys guttata,guttata,male,1,2.163,,,,,,,,,0.00136
Chordata,Reptilia,Testudines,Chelydridae,Chelydra,Chelydra serpentina,serpentina,female,1,5.125,,,,,,,,,0.00098
Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,Chelonia mydas,mydas,female,1,68.04,,,,,,,,,0.00582
Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,Chelonia mydas,mydas,male,1,114.3,,,,,,,,,0.0086
Chordata,Reptilia,Testudines,Trionychidae,Apalone,Apalone forex,forex,female,1,3.253,,,,,,,,,0.0025
Chordata,Reptilia,Testudines,Chelydridae,Macrochelys,Macrochelys lacertina,lacertina,male,1,1.848,,,,,,,,,0.00101
Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,punctata,,2,3.172,,,,,,,,,0.01834
Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,punctata,,3,3.627,,,,,,,,,0.02185
Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,punctata,male,1,4.559,,,,,,,,,0.048
Chordata,Mammalia,Rodentia,Castoridae,Castor,Castor canadensis,canadensis,male,1,4.18,,,,,,,,,0.02548
Chordata,Mammalia,Rodentia,Castoridae,Castor,Castor canadensis,canadensis,female,1,5.83,,,,,,,,,0.02952
Chordata,Mammalia,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus isthmius,isthmius,,2,27.67,,,,,,,,,0.05221
Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus,striatus,female,2,0.075,,,,,,,,,0.0016
Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus,striatus,male,2,,,,,,,,,,0.00222
Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus,striatus,male,4,,,,,,,,,,0.00173
Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys sp.,sp.,female,5,,,,,,,,,,0.00133
Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys sp.,sp.,female,2,,,,,,,,,,0.0012
Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,porcellus,,1,0.351,,,,,,,,,0.00363
Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,porcellus,male,2,0.361,,,,,,,,,0.0041
Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,porcellus,female,2,0.324,,,,,,,,,0.0038
Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,porcellus,female,56,0.21494,,,,,,,,,0.00332
Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,porcellus,male,46,0.21457,,,,,,,,,0.00328
Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,porcellus,female,10,0.432,,,,,,,,,0.004
Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,porcellus,male,10,0.456,,,,,,,,,0.00423
Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus capensis,capensis,female,1,2.93,,,,,,,,,0.01023
Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus arcticus,arcticus,female,2,1.901,,,,,,,,,0.01436
Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus arcticus,arcticus,male,2,2.64,,,,,,,,,0.0139
Chordata,Mammalia,Rodentia,Cricetidae,Lemmus,Lemmus trimucronatus,trimucronatus,female,4,0.032,,,,,,,,,0.001126
Chordata,Mammalia,Rodentia,Cricetidae,Lemmus,Lemmus trimucronatus,trimucronatus,male,1,0.048,,,,,,,,,0.001312
Chordata,Mammalia,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx groenlandicus,groenlandicus,male,4,0.0521,,,,,,,,,0.0008983
Chordata,Mammalia,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx groenlandicus,groenlandicus,,3,0.0552,,,,,,,,,0.0008447
Chordata,Mammalia,Rodentia,Muridae,Mastomys,Mastomys coucha,coucha,male,1,0.0218,,,,,,,,,0.0007132
Chordata,Mammalia,Rodentia,Dipodidae,Zapus,Zapus hudsonicus,hudsonicus,female,3,0.0193,,,,,,,,,0.0006961
Chordata,Mammalia,Rodentia,Dipodidae,Zapus,Zapus hudsonicus,hudsonicus,male,1,0.0152,,,,,,,,,0.000522
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus drummondi,drummondi,male,67,0.0237,,,,,,,,,0.0006606
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus drummondi,drummondi,female,42,0.0229,,,,,,,,,0.0006464
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus drummondi,drummondi,female,4,0.0325,,,,,,,,,0.0006724
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus pennsylvanicus,pennsylvanicus,female,42,0.0252,,,,,,,,,0.0007166
