species,class,order,family,panth_bodymass_g,aa_bodymass_g,kup_AdultMass,AT_bodymass_g,mean_long,diel,logage
Abrocoma_bennettii,Mammalia,Rodentia,Abrocomidae,250.5,NA,265.5,NA,27.6,NOC,3.3178157727231046
Acanthiza_reguloides,Aves,Passeriformes,Acanthizidae,NA,NA,NA,7.4,114,DIU,4.736198448394496
Acanthophis_antarcticus,Reptilia,Squamata,Elapidae,NA,NA,384,NA,111.6,NOC,4.71492104994721
Accipiter_gentilis,Aves,Accipitriformes,Accipitridae,NA,NA,1044.2,NA,264,DIU,5.575949103146316
Acrobates_pygmaeus,Mammalia,Diprotodontia,Acrobatidae,13.84,14,13,8.9,96,NOC,4.564348191467836
Acrocephalus_arundinaceus,Aves,Passeriformes,Acrocephalidae,NA,21.9,30,26.9,121.2,DIU,4.797442073635214
Acrocephalus_palustris,Aves,Passeriformes,Acrocephalidae,NA,10.8,11.5,NA,117.6,DIU,4.767289035464526
Acrocephalus_schoenobaenus,Aves,Passeriformes,Acrocephalidae,NA,11.5,11.8,NA,141.6,DIU,4.953006181259619
Acrocephalus_scirpaceus,Aves,Passeriformes,Acrocephalidae,NA,NA,12.3,NA,202.8,DIU,5.312220271717028
Actinemys_marmorata,Reptilia,Testudines,Emydidae,NA,NA,282,NA,327.6,DIU,5.791793351978915
Actitis_macularius,Aves,Charadriiformes,Scolopacidae,NA,NA,34,NA,144,DIU,4.969813299576001
Aechmophorus_occidentalis,Aves,Podicipediformes,Podicipedidae,NA,NA,1475.5,NA,168,DIU,5.123963979403259
Aegithalos_caudatus,Aves,Passeriformes,Aegithalidae,NA,8.9,8.6,NA,133.2,DIU,4.891851758106289
Aegolius_acadicus,Aves,Strigiformes,Strigidae,NA,124,117.9,NA,210,NOC,5.3471075307174685
Aegotheles_cristatus,Aves,Apodiformes,Aegothelidae,NA,NA,NA,45,70.8,NOC,4.259859000699674
Aepyprymnus_rufescens,Mammalia,Diprotodontia,Potoroidae,2810.31,2820,3250,2256.5,124.8,NOC,4.826712455935327
Aethia_pusilla,Aves,Charadriiformes,Alcidae,NA,NA,96,NA,97.2,DIU,4.576770711466393
Agalychnis_spurrelli,Amphibia,Anura,Phyllomedusidae,NA,NA,NA,NA,66,NOC,4.189654742026425
Agapornis_lilianae,Aves,Psittaciformes,Psittacidae,NA,NA,37.3,NA,230.4,DIU,5.439816928821736
Agapornis_taranta,Aves,Psittaciformes,Psittacidae,NA,NA,57.5,NA,175.2,DIU,5.165928178502291
Agelaius_phoeniceus,Aves,Passeriformes,Icteridae,NA,NA,56.7,NA,240,DIU,5.480638923341991
Agkistrodon_contortrix,Reptilia,Squamata,Viperidae,NA,NA,950,NA,357.6,ARR,5.8794150432993595
Ailuroedus_melanotis,Aves,Passeriformes,Ptilonorhynchidae,NA,NA,NA,NA,124.8,DIU,4.826712455935327
Ailuropoda_melanoleuca,Mammalia,Carnivora,Ursidae,117999.99,NA,117500,NA,400.8,CRE,5.993462549770655
Aix_sponsa,Aves,Anseriformes,Anatidae,NA,448,452.8,NA,270,DIU,5.598421958998375
Alauda_arvensis,Aves,Passeriformes,Alaudidae,NA,31.7,37.5,NA,121.2,DIU,4.797442073635214
Alectura_lathami,Aves,Galliformes,Megapodiidae,NA,NA,2340,2300,150,DIU,5.0106352940962555
Alligator_mississippiensis,Reptilia,Crocodilia,Alligatoridae,NA,1079,150000,134850,924,NOC,6.828712071641684
Alligator_sinensis,Reptilia,Crocodilia,Alligatoridae,NA,NA,10750,NA,780,NOC,6.659293919683638
Amazilia_yucatanensis,Aves,Apodiformes,Trochilidae,NA,NA,3.9,NA,134.4,DIU,4.900820428089049
Ambystoma_gracile,Amphibia,Caudata,Ambystomatidae,NA,NA,NA,NA,122.4,NOC,4.807294370078226
Ambystoma_mexicanum,Amphibia,Caudata,Ambystomatidae,NA,NA,NA,NA,204,NOC,5.318119993844216
Ambystoma_opacum,Amphibia,Caudata,Ambystomatidae,NA,NA,NA,NA,135.6,NOC,4.909709375506295
Ameiva_ameiva,Reptilia,Squamata,Teiidae,NA,NA,68,NA,55.2,DIU,4.01096295328305
Ammodramus_caudacutus,Aves,Passeriformes,Emberizidae,NA,NA,16.5,NA,120,DIU,4.787491742782046
Ammodramus_maritimus,Aves,Passeriformes,Emberizidae,NA,NA,20,NA,108,DIU,4.68213122712422
Ammodramus_nelsoni,Aves,Passeriformes,Emberizidae,NA,NA,15.2,NA,85.2,DIU,4.44500143383527
Ammodramus_savannarum,Aves,Passeriformes,Passerellidae,NA,13.8,17.6,NA,109.2,DIU,4.693181063310805
Amphisbaena_alba,Reptilia,Squamata,Amphisbaenidae,NA,NA,210,NA,181.2,NOC,5.199601393608879
Amphiuma_means,Amphibia,Caudata,Amphiumidae,NA,199,200.967,NA,324,NOC,5.780743515792329
Anas_platyrhynchos,Aves,Anseriformes,Anatidae,NA,1020,1048.1,NA,349.2,DIU,5.855644823965447
Andrias_japonicus,Amphibia,Caudata,Cryptobranchidae,NA,NA,26000,NA,264,NOC,5.575949103146316
Anguis_fragilis,Reptilia,Squamata,Anguidae,NA,NA,11.655,NA,648,DIU,6.473890696352274
Anhinga_anhinga,Aves,Suliformes,Anhingidae,NA,1040,1080,NA,196.8,DIU,5.282187984618153
Anodorhynchus_hyacinthinus,Aves,Psittaciformes,Psittacidae,NA,NA,1330,NA,465.6,DIU,6.1433268964172285
Anodorhynchus_leari,Aves,Psittaciformes,Psittacidae,NA,NA,940,NA,459.6,DIU,6.130356545974601
Anolis_carolinensis,Reptilia,Squamata,Dactyloidae,NA,NA,2.455,NA,86.4,DIU,4.45898767581001
Anous_minutus,Aves,Charadriiformes,Laridae,NA,NA,110.4,100.1,325.2,DIU,5.784440377673656
Anser_anser,Aves,Anseriformes,Anatidae,NA,NA,3308.5,NA,372,DIU,5.918893854273146
Anthus_pratensis,Aves,Passeriformes,Motacillidae,NA,18.9,18.4,NA,157.2,DIU,5.057518879995106
Anthus_rubescens,Aves,Passeriformes,Motacillidae,NA,NA,20.8,NA,61.2,DIU,4.11414718951828
Antilocapra_americana,Mammalia,Artiodactyla,Antilocapridae,47450.01,34779.3,46100,NA,174,ARR,5.159055299214529
Antrozous_pallidus,Mammalia,Chiroptera,Vespertilionidae,22.24,22,20.8,NA,143.4,NOC,4.96563792816552
Apalone_ferox,Reptilia,Testudines,Trionychidae,NA,NA,23463,NA,314.4,DIU,5.7506660605550515
Apteryx_australis,Aves,Apterygiformes,Apterygidae,NA,2380,2600,2341.666667,420,NOC,6.040254711277414
Apus_apus,Aves,Apodiformes,Apodidae,NA,44.9,37.6,NA,253.2,DIU,5.534179690270021
Ara_chloropterus,Aves,Psittaciformes,Psittacidae,NA,NA,1220,NA,601.2,DIU,6.3989276578788195
Archilochus_alexandri,Aves,Apodiformes,Trochilidae,NA,NA,3,3.05,134.4,DIU,4.900820428089049
Ardea_herodias,Aves,Pelecaniformes,Ardeidae,NA,NA,1870,NA,294,ARR,5.683579767338681
Arizona_elegans,Reptilia,Squamata,Colubridae,NA,NA,2189,NA,229.2,NOC,5.434594984840585
Artamus_cyanopterus,Aves,Passeriformes,Artamidae,NA,NA,NA,35,98.4,DIU,4.589040804058207
Artibeus_jamaicensis,Mammalia,Chiroptera,Phyllostomidae,43.63,46.1,42.2,37.5,175.2,NOC,5.165928178502291
Ascaphus_truei,Amphibia,Anura,Ascaphidae,NA,NA,NA,NA,168,NOC,5.123963979403259
Asio_otus,Aves,Strigiformes,Strigidae,NA,252,249.7,NA,333.6,NOC,5.809942670484592
Aspidites_melanocephalus,Reptilia,Squamata,Pythonidae,NA,NA,6107,1027.5,271.2,NOC,5.60285655606624
Ateles_fusciceps,Mammalia,Primates,Atelidae,9067.94,NA,7000,NA,420,DIU,6.040254711277414
Atherurus_africanus,Mammalia,Rodentia,Hystricidae,2875.65,NA,2750,3629,274.8,NOC,5.616043560348194
Aythya_affinis,Aves,Anseriformes,Anatidae,NA,NA,787,NA,219.6,DIU,5.391807709635375
Baeolophus_inornatus,Aves,Passeriformes,Paridae,NA,NA,15.9,NA,108,DIU,4.68213122712422
Baeolophus_wollweberi,Aves,Passeriformes,Paridae,NA,NA,10.4,NA,79.2,DIU,4.37197629882038
Balaeniceps_rex,Aves,Pelecaniformes,Balaenicipitidae,NA,NA,5984,NA,428.4,DIU,6.060057338573594
Balearica_regulorum,Aves,Gruiformes,Gruidae,NA,NA,3372,NA,326.4,DIU,5.788123623089952
Basiliscus_plumifrons,Reptilia,Squamata,Corytophanidae,NA,NA,66.2,NA,156,DIU,5.049856007249537
Basiliscus_vittatus,Reptilia,Squamata,Corytophanidae,NA,NA,60.87,NA,109.2,DIU,4.693181063310805
Batagur_baska,Reptilia,Testudines,Geoemydidae,NA,NA,17900,NA,260.4,NOC,5.562218910334414
Bitis_arietans,Reptilia,Squamata,Viperidae,NA,NA,2381,NA,189.6,NOC,5.244916589820922
Blanus_cinereus,Reptilia,Squamata,Blanidae,NA,NA,NA,NA,192,DIU,5.2574953720277815
Boa_constrictor,Reptilia,Squamata,Boidae,NA,3532,3532,1829,484.8,NOC,6.1837364347551045
Boiga_irregularis,Reptilia,Squamata,Colubridae,NA,NA,4748,NA,157.2,NOC,5.057518879995106
Bombina_bombina,Amphibia,Anura,Bombinatoridae,NA,NA,5.9,NA,240,DIU,5.480638923341991
Bombina_orientalis,Amphibia,Anura,Bombinatoridae,NA,NA,13.1,NA,189.6,NOC,5.244916589820922
Bombina_variegata,Amphibia,Anura,Bombinatoridae,NA,NA,6.77,NA,348,DIU,5.8522024797744745
Bombycilla_cedrorum,Aves,Passeriformes,Bombycillidae,NA,NA,30,NA,98.4,DIU,4.589040804058207
Bombycilla_garrulus,Aves,Passeriformes,Bombycillidae,NA,72.5,54.5,NA,162,DIU,5.087596335232384
Bonasa_umbellus,Aves,Galliformes,Phasianidae,NA,644,532,NA,132,DIU,4.882801922586371
Bothriechis_schlegelii,Reptilia,Squamata,Viperidae,NA,NA,NA,NA,234,NOC,5.455321115357702
Brachylophus_fasciatus,Reptilia,Squamata,Iguanidae,NA,NA,170.175,NA,70.8,DIU,4.259859000699674
Bubalornis_albirostris,Aves,Passeriformes,Ploceidae,NA,NA,61.9,NA,240,DIU,5.480638923341991
Bubo_bubo,Aves,Strigiformes,Strigidae,NA,NA,2686,NA,816,NOC,6.704414354964107
Bufo_bufo,Amphibia,Anura,Bufonidae,NA,NA,164.75,NA,480,NOC,6.173786103901937
Bungarus_fasciatus,Reptilia,Squamata,Elapidae,NA,NA,3113,NA,158.4,NOC,5.0651234793803255
Burhinus_oedicnemus,Aves,Charadriiformes,Burhinidae,NA,NA,459,NA,214.8,NOC,5.36970736263471
Buteo_lagopus,Aves,Accipitriformes,Accipitridae,NA,NA,980.64,NA,225.6,DIU,5.418763519623904
Cacatua_galerita,Aves,Psittaciformes,Psittacidae,NA,776.1,800,728,684,DIU,6.52795791762255
Cacatua_sulphurea,Aves,Psittaciformes,Psittacidae,NA,NA,340,NA,596.4,DIU,6.390911582890583
Caiman_crocodilus,Reptilia,Crocodilia,Alligatoridae,NA,NA,10900,NA,480,NOC,6.173786103901937
Caiman_latirostris,Reptilia,Crocodilia,Alligatoridae,NA,NA,14600,NA,696,NOC,6.54534966033442
Calamospiza_melanocorys,Aves,Passeriformes,Passerellidae,NA,NA,32.6,32.6,57.6,DIU,4.053522567701846
Calcarius_lapponicus,Aves,Passeriformes,Calcariidae,NA,NA,28.35,NA,72,DIU,4.276666119016055
Calidris_himantopus,Aves,Charadriiformes,Scolopacidae,NA,NA,57.3,NA,133.2,DIU,4.891851758106289
Callithrix_jacchus,Mammalia,Primates,Callitrichidae,290.21,190,255.2,204.8571429,237.6,DIU,5.47058858748849
Calotes_versicolor,Reptilia,Squamata,Agamidae,NA,NA,20.04,NA,60,DIU,4.0943445622221
Calotriton_asper,Amphibia,Caudata,Salamandridae,NA,NA,7.1,NA,312,NOC,5.7430031878094825
Caluromys_philander,Mammalia,Didelphimorphia,Didelphidae,246.47,NA,350,277,91.4,NOC,4.515245478460105
Calypte_anna,Aves,Apodiformes,Trochilidae,NA,4.8,4.4,NA,102,DIU,4.624972813284271
Calypte_costae,Aves,Apodiformes,Trochilidae,NA,NA,3.1,NA,72,DIU,4.276666119016055
Candoia_carinata,Reptilia,Squamata,Candoiidae,NA,NA,NA,NA,199.2,NOC,5.294309345150498
Canis_lupus,Mammalia,Carnivora,Canidae,31756.51,NA,26625,22680,300.6,ARR,5.705780477318874
Caprimulgus_vociferus,Aves,Caprimulgiformes,Caprimulgidae,NA,NA,54,NA,180,NOC,5.19295685089021
Capromys_pilorides,Mammalia,Rodentia,Capromyidae,5200,2630,4683.3,155,150.8,DIU,5.015954455573856
Caracara_plancus,Aves,Falconiformes,Falconidae,NA,NA,1348,NA,451.2,DIU,6.1119107001838495
Cardinalis_cardinalis,Aves,Passeriformes,Cardinalidae,NA,41,42.6,NA,342,DIU,5.834810737062605
Caretta_caretta,Reptilia,Testudines,Cheloniidae,NA,NA,156500,NA,924,ARR,6.828712071641684
Carettochelys_insculpta,Reptilia,Testudines,Carettochelyidae,NA,NA,16275,NA,460.8,ARR,6.132964109381682
Carpodacus_erythrinus,Aves,Passeriformes,Fringillidae,NA,21.6,24,NA,108,DIU,4.68213122712422
Casarea_dussumieri,Reptilia,Squamata,Bolyeriidae,NA,NA,NA,NA,213.6,NOC,5.36410510708604
Castor_canadensis,Mammalia,Rodentia,Castoridae,18124.41,NA,20250,5005,230.4,NOC,5.439816928821736
Cathartes_aura,Aves,Accipitriformes,Cathartidae,NA,NA,2200,494,249.6,DIU,5.519859636495273
Catharus_bicknelli,Aves,Passeriformes,Turdidae,NA,NA,27.5,NA,142.8,DIU,4.9614450499054845
Catharus_fuscescens,Aves,Passeriformes,Turdidae,NA,NA,28.8,NA,121.2,DIU,4.797442073635214
Catharus_guttatus,Aves,Passeriformes,Turdidae,NA,NA,27.8,29.07,129.6,DIU,4.864452783918174
Catharus_minimus,Aves,Passeriformes,Turdidae,NA,NA,24.8,NA,87.6,DIU,4.472780997942346
Catharus_ustulatus,Aves,Passeriformes,Turdidae,NA,NA,27.9,NA,132,DIU,4.882801922586371
Causus_rhombeatus,Reptilia,Squamata,Viperidae,NA,NA,308,NA,79.2,ARR,4.37197629882038
Cavia_porcellus,Mammalia,Rodentia,Caviidae,727.99,639.1,728,359.0009091,160.8,CRE,5.080161356744866
Cebus_albifrons,Mammalia,Primates,Cebidae,2509.68,NA,2467.5,1620,506.4,DIU,6.227326870829966
Centrocercus_urophasianus,Aves,Galliformes,Phasianidae,NA,NA,1929.5,NA,84,DIU,4.430816798843313
Ceratophrys_cornuta,Amphibia,Anura,Ceratophryidae,NA,NA,130,NA,123.6,NOC,4.817050545023591
Ceratophrys_ornata,Amphibia,Anura,Ceratophryidae,NA,NA,NA,NA,176.4,NOC,5.172754143572691
Ceratotherium_simum,Mammalia,Perissodactyla,Rhinocerotidae,2285939.43,NA,2175000,NA,570,ARR,6.345636360828596
Cercartetus_nanus,Mammalia,Diprotodontia,Burramyidae,26.85,64.8,40,12,109.8,NOC,4.69866052907543
Certhia_familiaris,Aves,Passeriformes,Certhiidae,NA,NA,9.1,NA,98.4,DIU,4.589040804058207
Cervus_nippon,Mammalia,Artiodactyla,Cervidae,52999.99,NA,42000,NA,310.32,NOC,5.737604023131712
Chaetura_pelagica,Aves,Apodiformes,Apodidae,NA,NA,22.8,NA,180,DIU,5.19295685089021
Chalcides_ocellatus,Reptilia,Squamata,Scincidae,NA,NA,39.1,NA,168,ARR,5.123963979403259
Charina_bottae,Reptilia,Squamata,Charinidae,NA,NA,NA,NA,318,CRE,5.762051382780177
Chasiempis_sandwichensis,Aves,Passeriformes,Monarchidae,NA,NA,15,NA,213.6,DIU,5.36410510708604
Chelodina_longicollis,Reptilia,Testudines,Chelidae,NA,NA,1293,NA,444,DIU,6.095824562432225
Chelonia_mydas,Reptilia,Testudines,Cheloniidae,NA,NA,160000,91170,900,ARR,6.802394763324311
Chelydra_serpentina,Reptilia,Testudines,Chelydridae,NA,NA,10250,4299,564,CRE,6.335054251498059
Chilomeniscus_stramineus,Reptilia,Squamata,Colubridae,NA,NA,6,NA,48,NOC,3.871201010907891
Chinchilla_lanigera,Mammalia,Rodentia,Chinchillidae,480.28,436.7,642.5,426,171,NOC,5.14166355650266
Chlamydosaurus_kingii,Reptilia,Squamata,Agamidae,NA,NA,449.125,NA,118.8,DIU,4.777441406928545
Choloepus_hoffmanni,Mammalia,Pilosa,Megalonychidae,5893.5,4005.2,6250,5048,438.6,NOC,6.083587835983788
Chondestes_grammacus,Aves,Passeriformes,Passerellidae,NA,NA,27.1,NA,93.6,DIU,4.539030383483547
Chondrodactylus_bibronii,Reptilia,Squamata,Gekkonidae,NA,NA,12.8,NA,73.2,NOC,4.293195420967266
Chordeiles_minor,Aves,Caprimulgiformes,Caprimulgidae,NA,72,79.3,NA,120,NOC,4.787491742782046
Chrysemys_picta,Reptilia,Testudines,Emydidae,NA,400,371.8,NA,732,DIU,6.595780513961311
Cinclus_cinclus,Aves,Passeriformes,Cinclidae,NA,NA,61.7,NA,127.2,DIU,4.845760650906022
Circaetus_gallicus,Aves,Accipitriformes,Accipitridae,NA,NA,1699.5,NA,207.6,DIU,5.335613151291733
Circus_aeruginosus,Aves,Accipitriformes,Accipitridae,NA,NA,711.5,NA,241.2,DIU,5.485626464853031
Circus_cyaneus,Aves,Accipitriformes,Accipitridae,NA,NA,392,NA,205.2,CRE,5.323985113296614
Clangula_hyemalis,Aves,Anseriformes,Anatidae,NA,NA,872,NA,272.4,DIU,5.607271574275357
Clelia_clelia,Reptilia,Squamata,Colubridae,NA,NA,NA,NA,138,ARR,4.927253685157205
Clemmys_guttata,Reptilia,Testudines,Emydidae,NA,NA,165.4,2163,612,DIU,6.416732282512326
Climacteris_picumnus,Aves,Passeriformes,Climacteridae,NA,NA,NA,31.8,166.8,DIU,5.116795489924646
Coccothraustes_coccothraustes,Aves,Passeriformes,Fringillidae,NA,NA,56.6,NA,151.2,DIU,5.018603463745433
Coccyzus_americanus,Aves,Cuculiformes,Cuculidae,NA,NA,57.8,NA,60,DIU,4.0943445622221
Coleonyx_variegatus,Reptilia,Squamata,Eublepharidae,NA,NA,4.56,3.62,182.4,NOC,5.206202077640231
Colinus_virginianus,Aves,Galliformes,Odontophoridae,NA,NA,194,194,76.8,DIU,4.341204640153626
Colius_striatus,Aves,Coliiformes,Coliidae,NA,NA,51,NA,138,DIU,4.927253685157205
Colluricincla_harmonica,Aves,Passeriformes,Pachycephalidae,NA,NA,NA,67.6,177.6,DIU,5.17953383055807
Coluber_constrictor,Reptilia,Squamata,Colubridae,NA,NA,1594.5,NA,120,DIU,4.787491742782046
Columba_livia,Aves,Columbiformes,Columbidae,NA,NA,358.7,264.5,420,DIU,6.040254711277414
Conraua_goliath,Amphibia,Anura,Conrauidae,NA,NA,3250,NA,70.8,NOC,4.259859000699674
Contopus_cooperi,Aves,Passeriformes,Tyrannidae,NA,NA,32.8,NA,133.2,DIU,4.891851758106289
Contopus_sordidulus,Aves,Passeriformes,Tyrannidae,NA,NA,12.8,NA,97.2,DIU,4.576770711466393
Contopus_virens,Aves,Passeriformes,Tyrannidae,NA,13.9,13.9,NA,98.4,DIU,4.589040804058207
Coracias_caudatus,Aves,Coraciiformes,Coraciidae,NA,NA,108,NA,164.4,DIU,5.10230248262208
Coracina_novaehollandiae,Aves,Passeriformes,Campephagidae,NA,NA,NA,115,108,DIU,4.68213122712422
Coracopsis_vasa,Aves,Psittaciformes,Psittacidae,NA,NA,525,NA,646.8,DIU,6.472037127702952
Coragyps_atratus,Aves,Accipitriformes,Cathartidae,NA,NA,2270,NA,306,DIU,5.723585101952381
Corallus_hortulanus,Reptilia,Squamata,Boidae,NA,NA,NA,NA,180,NOC,5.19295685089021
Cordylus_cataphractus,Reptilia,Squamata,Cordylidae,NA,NA,NA,NA,242.4,DIU,5.490589254195159
Cordylus_cordylus,Reptilia,Squamata,Cordylidae,NA,NA,NA,NA,187.2,DIU,5.232177564043492
Cordylus_warreni,Reptilia,Squamata,Cordylidae,NA,NA,NA,NA,237.6,DIU,5.47058858748849
Corvus_corax,Aves,Passeriformes,Corvidae,NA,1203,1041.2,866,828,DIU,6.71901315438526
Corvus_corone,Aves,Passeriformes,Corvidae,NA,518,472.7,NA,230.4,DIU,5.439816928821736
Corvus_coronoides,Aves,Passeriformes,Corvidae,NA,NA,645,634.4,270,DIU,5.598421958998375
Corytophanes_cristatus,Reptilia,Squamata,Corytophanidae,NA,NA,43.4,NA,85.2,DIU,4.44500143383527
Coturnix_japonica,Aves,Galliformes,Phasianidae,NA,NA,115,115,72,DIU,4.276666119016055
Cricetomys_emini,Mammalia,Rodentia,Nesomyidae,1280,NA,1300,NA,88.8,NOC,4.486386649998124
Crocodylus_acutus,Reptilia,Crocodilia,Crocodylidae,NA,NA,76700,134000,564,NOC,6.335054251498059
Crocodylus_intermedius,Reptilia,Crocodilia,Crocodylidae,NA,NA,107900,NA,492,NOC,6.198478716492308
Crocodylus_moreletii,Reptilia,Crocodilia,Crocodylidae,NA,NA,38500,NA,304.8,NOC,5.7196558238124915
Crocodylus_niloticus,Reptilia,Crocodilia,Crocodylidae,NA,NA,94200,NA,672,NOC,6.5102583405231496
Crocodylus_palustris,Reptilia,Crocodilia,Crocodylidae,NA,NA,42700,NA,528,NOC,6.269096283706261
Crocodylus_rhombifer,Reptilia,Crocodilia,Crocodylidae,NA,NA,57500,NA,576,NOC,6.3561076606958915
Crocodylus_siamensis,Reptilia,Crocodilia,Crocodylidae,NA,NA,42500,NA,588,NOC,6.376726947898627
Crocuta_crocuta,Mammalia,Carnivora,Hyaenidae,63369.98,NA,63000,62370,493.2,NOC,6.200914771290189
Crotalus_durissus,Reptilia,Squamata,Viperidae,NA,NA,1150,NA,237.6,ARR,5.47058858748849
Cryptobranchus_alleganiensis,Amphibia,Caudata,Cryptobranchidae,NA,358,358.1,NA,348,NOC,5.8522024797744745
Ctenodactylus_gundi,Mammalia,Rodentia,Ctenodactylidae,288.41,NA,288.8,NA,69.6,DIU,4.242764567340374
Cuculus_canorus,Aves,Cuculiformes,Cuculidae,NA,111.6,111.5,128,154.8,DIU,5.042133961155627
Cuniculus_paca,Mammalia,Rodentia,Cuniculidae,8172.55,9156,9000,5635,193.8,NOC,5.266826699456666
Cuora_trifasciata,Reptilia,Testudines,Geoemydidae,NA,NA,NA,NA,381.6,DIU,5.944372939574132
Cyanocitta_cristata,Aves,Passeriformes,Corvidae,NA,NA,80.8,NA,314.4,DIU,5.7506660605550515
Cygnus_olor,Aves,Anseriformes,Anatidae,NA,NA,8300,NA,480,DIU,6.173786103901937
Cynanthus_latirostris,Aves,Apodiformes,Trochilidae,NA,NA,3.3,NA,105.6,DIU,4.659658371272161
Daboia_russelii,Reptilia,Squamata,Viperidae,NA,NA,1306,NA,180,NOC,5.19295685089021
Daphoenositta_chrysoptera,Aves,Passeriformes,Neosittidae,NA,NA,NA,11.8,82.8,DIU,4.416428061391214
Dasyprocta_punctata,Mammalia,Rodentia,Dasyproctidae,2309.12,NA,2150,3786,142.8,DIU,4.9614450499054845
Dasypus_novemcinctus,Mammalia,Cingulata,Dasypodidae,3949.01,3413.7,5500,2743.5,223.8,NOC,5.4107527958778245
Daubentonia_madagascariensis,Mammalia,Primates,Daubentoniidae,2731.37,NA,2277.5,2800,339.6,NOC,5.827768454437193
Deirochelys_reticularia,Reptilia,Testudines,Emydidae,NA,NA,910.5,NA,288,DIU,5.662960480135946
Dendroaspis_polylepis,Reptilia,Squamata,Elapidae,NA,NA,30758,NA,314.4,DIU,5.7506660605550515
Dendrobates_auratus,Amphibia,Anura,Dendrobatidae,NA,NA,NA,NA,246,DIU,5.5053315359323625
Dendrobates_leucomelas,Amphibia,Anura,Dendrobatidae,NA,NA,NA,NA,138,DIU,4.927253685157205
Dendrocopos_leucotos,Aves,Piciformes,Picidae,NA,NA,117,NA,190.8,DIU,5.251225759014186
Dendrocopos_major,Aves,Piciformes,Picidae,NA,NA,75.1,NA,152.4,DIU,5.026508643252546
Dendrocopos_medius,Aves,Piciformes,Picidae,NA,NA,59,NA,111.6,DIU,4.71492104994721
Dendrocygna_autumnalis,Aves,Anseriformes,Anatidae,NA,NA,828,NA,98.4,ARR,4.589040804058207
Dendromus_melanotis,Mammalia,Rodentia,Nesomyidae,9.1,NA,7.4,NA,50.4,NOC,3.919991175077323
Dermatemys_mawii,Reptilia,Testudines,Dermatemydidae,NA,NA,12500,NA,135.6,NOC,4.909709375506295
Dermochelys_coriacea,Reptilia,Testudines,Dermochelyidae,NA,NA,420000,NA,360,ARR,5.886104031450156
Dermophis_mexicanus,Amphibia,Gymnophiona,Dermophiidae,NA,NA,NA,NA,165.6,NOC,5.109575241951159
Desmognathus_monticola,Amphibia,Caudata,Plethodontidae,NA,NA,8.2,NA,212.4,NOC,5.358471289367784
Desmognathus_ochrophaeus,Amphibia,Caudata,Plethodontidae,NA,NA,0.6,NA,237.6,NOC,5.47058858748849
Desmognathus_quadramaculatus,Amphibia,Caudata,Plethodontidae,NA,14.1,14.34,NA,180,NOC,5.19295685089021
Dicrostonyx_groenlandicus,Mammalia,Rodentia,Cricetidae,58.44,56.8,66,55.42,39.6,DIU,3.6788291182604347
Didelphis_virginiana,Mammalia,Didelphimorphia,Didelphidae,2442.08,2846.6,3000,2797,69.6,NOC,4.242764567340374
Dinodon_rufozonatum,Reptilia,Squamata,Colubridae,NA,NA,NA,NA,164.4,NOC,5.10230248262208
Dinomys_branickii,Mammalia,Rodentia,Dinomyidae,12500,NA,12250,NA,133.2,NOC,4.891851758106289
Dipodomys_heermanni,Mammalia,Rodentia,Heteromyidae,63.08,63.3,65,NA,64.2,NOC,4.162003210695915
Dipsosaurus_dorsalis,Reptilia,Squamata,Iguanidae,NA,69.5,69.5,NA,175.2,DIU,5.165928178502291
Dispholidus_typus,Reptilia,Squamata,Colubridae,NA,NA,NA,NA,104.4,DIU,4.648229675448539
Dolichonyx_oryzivorus,Aves,Passeriformes,Icteridae,NA,NA,35,NA,108,DIU,4.68213122712422
Dolichotis_patagonum,Mammalia,Rodentia,Caviidae,8000,NA,12500,NA,170.4,DIU,5.138148614395216
Drymarchon_corais,Reptilia,Squamata,Colubridae,NA,NA,7118,NA,310.8,DIU,5.739149618493492
Dryocopus_martius,Aves,Piciformes,Picidae,NA,NA,321,NA,168,DIU,5.123963979403259
Dugong_dugon,Mammalia,Sirenia,Dugongidae,295000,NA,360000,NA,858,NOC,6.754604099487962
Dumetella_carolinensis,Aves,Passeriformes,Mimidae,NA,NA,34.5,33,214.8,DIU,5.36970736263471
Echinops_telfairi,Mammalia,Afrosoricida,Tenrecidae,152.25,116.4,180,87.5,192,NOC,5.2574953720277815
Echis_carinatus,Reptilia,Squamata,Viperidae,NA,NA,142,NA,285.6,NOC,5.654592230465429
Eidolon_helvum,Mammalia,Chiroptera,Pteropodidae,254.61,NA,306.25,NA,261.795,NOC,5.56756175474491
Elephantulus_rufescens,Mammalia,Macroscelidea,Macroscelididae,52.78,53,58,53,83.4,DIU,4.423648309364701
Elephas_maximus,Mammalia,Proboscidea,Elephantidae,3269794.34,3672000,3178000,NA,957.6,DIU,6.864430154243763
Elgaria_kingii,Reptilia,Squamata,Anguidae,NA,NA,10,NA,147.6,DIU,4.994505912166372
Elgaria_multicarinata,Reptilia,Squamata,Anguidae,NA,31.5,31.5,NA,117.6,DIU,4.767289035464526
Emberiza_citrinella,Aves,Passeriformes,Emberizidae,NA,26.8,29.7,NA,158.4,DIU,5.0651234793803255
Emberiza_hortulana,Aves,Passeriformes,Emberizidae,NA,27,19.9,NA,81.6,DIU,4.401829261970061
